timestamp	key	value	playercount
1627573809294	tick_server	1.0	0
1627573809327	tick_client	33.0	0
1627573809327	tick_update	0.0	0
1627573809327	tick	36.0	0
1627573809444	tick_server	0.0	0
1627573809444	tick_client	0.0	0
1627573809444	tick_update	0.0	0
1627573809444	tick	0.0	0
1627573809444	tick_server	0.0	0
1627573809444	tick_client	0.0	0
1627573809444	tick_update	0.0	0
1627573809444	tick	0.0	0
1627573809444	tick_server	0.0	0
1627573809444	tick_client	0.0	0
1627573809444	tick_update	0.0	0
1627573809444	tick	0.0	0
1627573809584	tick_server	0.0	0
1627573809584	tick_client	0.0	0
1627573809584	tick_update	0.0	0
1627573809584	tick	1.0	0
1627573809584	tick_server	0.0	0
1627573809584	tick_client	0.0	0
1627573809584	tick_update	0.0	0
1627573809584	tick	0.0	0
1627573809591	tick_server	0.0	0
1627573809591	tick_client	0.0	0
1627573809591	tick_update	0.0	0
1627573809591	tick	0.0	0
1627573809717	tick_server	0.0	0
1627573809717	tick_client	0.0	0
1627573809717	tick_update	0.0	0
1627573809717	tick	0.0	0
1627573809717	tick_server	0.0	0
1627573809717	tick_client	0.0	0
1627573809717	tick_update	0.0	0
1627573809717	tick	0.0	0
1627573809789	tick_server	0.0	0
1627573809789	tick_client	0.0	0
1627573809789	tick_update	0.0	0
1627573809789	tick	1.0	0
1627573809793	tick_server	0.0	0
1627573809793	tick_client	0.0	0
1627573809793	tick_update	0.0	0
1627573809793	tick	0.0	0
1627573809847	tick_server	0.0	0
1627573809847	tick_client	0.0	0
1627573809847	tick_update	0.0	0
1627573809848	tick	1.0	0
1627573809931	tick_server	0.0	0
1627573809931	tick_client	0.0	0
1627573809931	tick_update	0.0	0
1627573809931	tick	0.0	0
1627573809944	tick_server	0.0	0
1627573809944	tick_client	0.0	0
1627573809944	tick_update	0.0	0
1627573809944	tick	0.0	0
1627573809993	tick_server	0.0	0
1627573809993	tick_client	0.0	0
1627573809993	tick_update	0.0	0
1627573809993	tick	0.0	0
1627573810044	tick_server	0.0	0
1627573810044	tick_client	0.0	0
1627573810044	tick_update	0.0	0
1627573810049	tick	0.0	0
1627573810096	tick_server	0.0	0
1627573810096	tick_client	0.0	0
1627573810097	tick_update	0.0	0
1627573810097	tick	1.0	0
1627573810177	tick_server	0.0	0
1627573810177	tick_client	0.0	0
1627573810177	tick_update	0.0	0
1627573810177	tick	0.0	0
1627573810192	tick_server	0.0	0
1627573810192	tick_client	0.0	0
1627573810192	tick_update	0.0	0
1627573810192	tick	0.0	0
1627573810309	tick_server	4.0	0
1627573810309	tick_client	0.0	0
1627573810309	tick_update	0.0	0
1627573810309	tick	4.0	0
1627573810309	tick_server	0.0	0
1627573810309	tick_client	0.0	0
1627573810309	tick_update	0.0	0
1627573810309	tick	0.0	0
1627573810369	tick_server	1.0	0
1627573810369	tick_client	0.0	0
1627573810369	tick_update	0.0	0
1627573810369	tick	3.0	0
1627573810391	tick_server	0.0	0
1627573810391	tick_client	0.0	0
1627573810391	tick_update	0.0	0
1627573810391	tick	0.0	0
1627573810452	tick_server	0.0	0
1627573810452	tick_client	0.0	0
1627573810452	tick_update	0.0	0
1627573810452	tick	0.0	0
1627573810490	tick_server	0.0	0
1627573810490	tick_client	0.0	0
1627573810490	tick_update	0.0	0
1627573810490	tick	0.0	0
1627573810540	tick_server	0.0	0
1627573810540	tick_client	0.0	0
1627573810540	tick_update	0.0	0
1627573810540	tick	0.0	0
1627573810590	tick_server	0.0	0
1627573810590	tick_client	0.0	0
1627573810590	tick_update	0.0	0
1627573810590	tick	0.0	0
1627573810641	tick_server	0.0	0
1627573810641	tick_client	0.0	0
1627573810641	tick_update	0.0	0
1627573810641	tick	0.0	0
1627573810690	tick_server	0.0	0
1627573810690	tick_client	0.0	0
1627573810690	tick_update	0.0	0
1627573810691	tick	1.0	0
1627573810740	tick_server	0.0	0
1627573810740	tick_client	0.0	0
1627573810740	tick_update	0.0	0
1627573810740	tick	0.0	0
1627573810790	tick_server	0.0	0
1627573810790	tick_client	0.0	0
1627573810790	tick_update	0.0	0
1627573810791	tick	0.0	0
1627573810845	tick_server	5.0	0
1627573810845	tick_client	0.0	0
1627573810845	tick_update	0.0	0
1627573810845	tick	5.0	0
1627573810891	tick_server	0.0	0
1627573810891	tick_client	0.0	0
1627573810891	tick_update	0.0	0
1627573810893	tick	3.0	0
1627573810953	tick_server	0.0	0
1627573810953	tick_client	0.0	0
1627573810953	tick_update	0.0	0
1627573810953	tick	0.0	0
1627573810996	tick_server	0.0	0
1627573810997	tick_client	0.0	0
1627573810997	tick_update	0.0	0
1627573810997	tick	2.0	0
1627573811043	tick_server	0.0	0
1627573811043	tick_client	0.0	0
1627573811043	tick_update	0.0	0
1627573811043	tick	2.0	0
1627573811094	tick_server	0.0	0
1627573811094	tick_client	0.0	0
1627573811094	tick_update	0.0	0
1627573811094	tick	1.0	0
1627573811141	tick_server	0.0	0
1627573811141	tick_client	0.0	0
1627573811141	tick_update	0.0	0
1627573811141	tick	0.0	0
1627573811191	tick_server	0.0	0
1627573811191	tick_client	0.0	0
1627573811191	tick_update	0.0	0
1627573811191	tick	0.0	0
1627573811241	tick_server	0.0	0
1627573811241	tick_client	0.0	0
1627573811241	tick_update	0.0	0
1627573811241	tick	0.0	0
1627573811293	tick_server	0.0	0
1627573811293	tick_client	0.0	0
1627573811293	tick_update	0.0	0
1627573811293	tick	0.0	0
1627573811342	tick_server	0.0	0
1627573811343	tick_client	0.0	0
1627573811343	tick_update	0.0	0
1627573811343	tick	1.0	0
1627573811391	tick_server	1.0	0
1627573811391	tick_client	0.0	0
1627573811391	tick_update	0.0	0
1627573811391	tick	1.0	0
1627573811441	tick_server	0.0	0
1627573811441	tick_client	0.0	0
1627573811441	tick_update	0.0	0
1627573811441	tick	0.0	0
1627573811491	tick_server	0.0	0
1627573811491	tick_client	0.0	0
1627573811491	tick_update	0.0	0
1627573811491	tick	0.0	0
1627573811541	tick_server	0.0	0
1627573811541	tick_client	0.0	0
1627573811541	tick_update	0.0	0
1627573811541	tick	0.0	0
1627573811591	tick_server	0.0	0
1627573811591	tick_client	0.0	0
1627573811591	tick_update	0.0	0
1627573811591	tick	0.0	0
1627573811646	tick_server	0.0	0
1627573811646	tick_client	0.0	0
1627573811646	tick_update	0.0	0
1627573811646	tick	0.0	0
1627573811707	tick_server	0.0	0
1627573811707	tick_client	0.0	0
1627573811707	tick_update	0.0	0
1627573811707	tick	0.0	0
1627573811741	tick_server	0.0	0
1627573811741	tick_client	0.0	0
1627573811741	tick_update	0.0	0
1627573811741	tick	0.0	0
1627573811794	tick_server	0.0	0
1627573811794	tick_client	0.0	0
1627573811794	tick_update	0.0	0
1627573811794	tick	0.0	0
1627573811843	tick_server	0.0	0
1627573811843	tick_client	0.0	0
1627573811843	tick_update	0.0	0
1627573811843	tick	0.0	0
1627573811891	tick_server	0.0	0
1627573811891	tick_client	0.0	0
1627573811891	tick_update	0.0	0
1627573811891	tick	0.0	0
1627573811943	tick_server	0.0	0
1627573811943	tick_client	0.0	0
1627573811943	tick_update	0.0	0
1627573811943	tick	0.0	0
1627573811991	tick_server	0.0	0
1627573811991	tick_client	0.0	0
1627573811991	tick_update	0.0	0
1627573811991	tick	0.0	0
1627573812055	tick_server	0.0	0
1627573812055	tick_client	0.0	0
1627573812055	tick_update	0.0	0
1627573812055	tick	0.0	0
1627573812091	tick_server	0.0	0
1627573812091	tick_client	0.0	0
1627573812091	tick_update	0.0	0
1627573812091	tick	0.0	0
1627573812141	tick_server	0.0	0
1627573812141	tick_client	0.0	0
1627573812141	tick_update	0.0	0
1627573812141	tick	0.0	0
1627573812191	tick_server	0.0	0
1627573812191	tick_client	0.0	0
1627573812191	tick_update	0.0	0
1627573812191	tick	0.0	0
1627573812241	tick_server	0.0	0
1627573812241	tick_client	0.0	0
1627573812241	tick_update	0.0	0
1627573812241	tick	0.0	0
1627573812291	tick_server	0.0	0
1627573812291	tick_client	0.0	0
1627573812291	tick_update	0.0	0
1627573812291	tick	0.0	0
1627573812341	tick_server	0.0	0
1627573812341	tick_client	0.0	0
1627573812341	tick_update	0.0	0
1627573812342	tick	0.0	0
1627573812392	tick_server	0.0	0
1627573812392	tick_client	0.0	0
1627573812392	tick_update	0.0	0
1627573812392	tick	0.0	0
1627573812451	tick_server	1.0	0
1627573812451	tick_client	0.0	0
1627573812451	tick_update	0.0	0
1627573812451	tick	1.0	0
1627573812506	tick_server	0.0	0
1627573812506	tick_client	0.0	0
1627573812506	tick_update	0.0	0
1627573812506	tick	0.0	0
1627573812541	tick_server	0.0	0
1627573812541	tick_client	0.0	0
1627573812541	tick_update	0.0	0
1627573812541	tick	0.0	0
1627573812612	tick_server	0.0	0
1627573812612	tick_client	0.0	0
1627573812612	tick_update	0.0	0
1627573812612	tick	0.0	0
1627573812641	tick_server	0.0	0
1627573812641	tick_client	0.0	0
1627573812641	tick_update	0.0	0
1627573812641	tick	0.0	0
1627573812707	tick_server	0.0	0
1627573812707	tick_client	0.0	0
1627573812707	tick_update	0.0	0
1627573812707	tick	0.0	0
1627573812767	tick_server	0.0	0
1627573812771	tick_client	0.0	0
1627573812771	tick_update	0.0	0
1627573812771	tick	4.0	0
1627573812793	tick_server	0.0	0
1627573812793	tick_client	0.0	0
1627573812793	tick_update	0.0	0
